X,16SPOST60101,16SPOST60102,16SPOST60103,16SPOST60104,16SPOST60105,16SPOST60106,16SPOST60107,16SPOST60108,16SPOST60109,16SPOST60110,16SPOST60111,16SPOST60112,16SPOST60301,16SPOST60302,16SPOST60303,16SPOST60304,16SPOST60305,16SPOST60306,16SPOST60307,16SPOST60308,16SPOST60309,16SPOST60310,16SPOST60311,16SPOST60312,16SPRE60101,16SPRE60102,16SPRE60103,16SPRE60104,16SPRE60105,16SPRE60106,16SPRE60107,16SPRE60108,16SPRE60109,16SPRE60110,16SPRE60111,16SPRE60112,16SPRE60301,16SPRE60302,16SPRE60303,16SPRE60304,16SPRE60305,16SPRE60306,16SPRE60307,16SPRE60308,16SPRE60309,16SPRE60310,16SPRE60311,16SPRE60312,taxon
Otu2816,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
Otu8043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
Otu2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__
Otu1810,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dietziaceae
Otu12335,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,3,1,1,7,8,10,0,5,4,8,5,5,19,22,4,2,8,4,18,0,7,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
Otu5321,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
Otu80,3,1,5,2,6,5,1,6,7,0,2,4,2,4,0,27,4,159,0,0,0,0,0,0,8,2,9,9,10,8,16,21,17,23,21,29,8,4,22,50,25,6,45,31,19,19,20,13,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
Otu2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,1,3,0,1,0,0,2,0,0,0,0,0,0,2,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
Otu14291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Pontibacter; s__
Otu11627,0,0,1,2,3,7,0,4,4,1,3,1,1,0,0,9,2,1,0,1,0,0,0,0,1,4,8,5,0,8,4,5,5,3,12,5,13,2,3,16,6,2,25,10,14,5,11,5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1,2,0,3,1,0,0,0,1,4,1,0,3,0,1,1,3,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
Otu1639,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,3,0,2,1,1,1,0,0,0,0,1,0,0,0,2,1,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Cloacibacterium; s__
Otu2312,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,4,4,0,0,1,4,4,1,2,1,1,4,1,0,2,3,1,2,0,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
Otu18,53,37,27,11,68,66,1,36,57,3,19,8,56,52,7,35,7,7,0,0,26,11,0,1,168,31,132,225,156,147,215,237,151,159,125,94,153,147,190,70,84,61,59,132,184,118,120,185,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
Otu6347,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu51,3,3,3,4,8,20,0,26,7,8,3,19,36,56,1,38,0,15,0,0,17,11,0,0,14,2,14,44,26,33,40,31,14,14,23,45,64,114,79,69,91,243,113,128,89,70,58,119,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
Otu385,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,8,5,0,3,11,2,1,3,7,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu251,0,0,6,0,0,0,0,1,3,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3,6,11,13,28,1,2,4,0,0,21,2,1,3,1,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu231,0,2,3,0,2,2,0,0,4,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,6,40,2,1,4,3,2,3,2,4,1,13,2,2,0,1,12,4,0,13,2,9,7,0,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
Otu684,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,2,0,0,0,1,0,0,2,1,0,1,1,4,0,0,0,0,2,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
Otu14,70,130,91,39,82,112,2,139,108,36,96,91,57,123,19,80,32,37,2,22,49,202,2,0,152,227,148,154,149,133,134,114,78,104,134,147,118,168,80,85,121,217,195,182,126,174,190,191,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu9275,2,1,1,0,1,1,0,0,4,0,0,2,2,0,0,2,1,1,0,0,0,4,0,0,4,0,4,3,6,4,1,0,5,3,1,1,3,6,5,4,3,0,2,1,9,3,1,0,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu1097,2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,1,5,6,2,0,3,2,1,3,1,4,1,1,0,1,4,0,1,1,1,4,4,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
Otu605,0,0,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,1,10,2,3,1,2,2,0,4,2,2,6,3,1,6,14,2,10,1,0,1,3,4,1,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
Otu4021,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
Otu2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__
Otu23,43,57,69,38,68,74,15,69,73,21,57,57,99,76,446,148,37,43,0,57,103,214,36,43,58,8,66,73,108,56,51,62,26,83,89,29,98,91,229,106,92,59,179,117,133,77,118,44,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
Otu554,5,13,10,0,19,22,0,4,9,1,0,6,40,58,17,19,9,20,1,7,47,16,13,207,17,0,5,13,16,30,15,5,9,7,11,19,30,49,18,11,28,52,20,46,15,39,33,61,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
Otu132,25,16,28,0,52,41,2,10,41,7,3,16,9,28,10,18,2,1,0,0,1,3,1,1,50,0,29,44,29,41,57,88,89,48,34,25,50,44,52,32,35,16,39,35,43,38,11,55,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu1251,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,1,0,0,1,2,1,0,7,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__KD8-87; f__; g__; s__
Otu3935,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,1,0,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu12533,1,1,9,0,5,1,0,2,9,1,1,1,8,27,0,5,3,4,0,0,3,2,0,0,1,2,24,11,7,22,8,14,13,8,10,6,25,21,7,10,11,22,8,16,27,21,4,23,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu61,52,13,51,312,56,26,122,99,17,107,88,53,93,20,230,349,671,112,11,87,53,44,146,14,14,4,7,11,11,7,10,8,6,26,23,23,25,18,62,35,30,14,33,10,14,6,19,8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__
Otu544,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,7,3,5,1,1,1,4,1,1,2,3,7,10,0,1,5,3,5,1,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu131,2,6,6,0,4,6,0,3,12,0,1,3,10,4,0,8,0,0,0,0,3,1,0,0,15,6,11,14,12,15,13,15,18,8,23,35,15,15,26,16,19,4,33,15,29,11,17,6,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
Otu16193,4,3,3,0,4,4,0,13,8,2,0,0,3,3,0,0,0,1,0,0,0,0,0,0,4,0,3,6,3,8,13,4,1,8,4,9,3,3,7,5,7,1,4,0,5,0,5,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu664,0,4,4,0,1,2,0,0,0,1,3,3,1,3,0,0,0,0,0,0,0,1,0,0,13,17,12,14,2,6,0,13,7,5,7,13,5,7,2,8,7,8,6,6,3,5,11,3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
Otu13,201,31,79,186,37,47,1052,150,142,259,112,53,108,17,663,92,511,169,59,835,192,236,480,394,2,2,1,0,0,2,4,2,2,1,1,2,4,2,1,0,2,6,0,7,0,3,4,3,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
Otu2233,26,43,67,4,32,41,2,12,44,5,11,13,10,40,1,38,17,14,0,2,30,36,0,11,64,7,87,65,72,67,53,48,36,47,67,63,46,57,51,40,45,73,28,54,44,80,70,84,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu490,1,6,9,0,10,10,0,8,19,0,3,2,10,5,0,1,1,1,0,0,3,2,0,0,23,1,25,29,26,21,20,13,10,18,29,8,17,30,16,7,11,19,9,23,13,20,7,26,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
Otu712,0,0,1,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,2,2,2,0,1,1,1,3,0,2,0,2,0,0,1,1,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__B97; f__; g__; s__
Otu1042,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,5,0,0,2,6,2,0,1,3,0,1,0,0,2,1,1,1,0,3,0,1,1,2,2,2,3,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu26,25,73,77,4,30,47,4,47,58,14,83,54,38,63,33,37,0,36,0,11,202,55,17,0,17,0,22,26,17,37,10,12,3,21,35,33,31,30,2,4,15,56,2,20,18,29,16,20,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
Otu471,3,2,4,2,4,1,0,2,1,0,1,5,2,4,0,5,0,1,0,0,0,1,0,0,2,2,4,0,4,4,4,5,18,1,2,5,4,6,3,7,3,7,1,4,2,3,4,1,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu245,2,5,2,0,1,1,1,3,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,13,7,25,20,14,18,15,22,15,15,22,21,22,19,21,46,25,1,34,14,23,5,5,9,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
Otu53,9,5,6,2,15,5,0,7,8,1,1,8,10,4,0,7,2,0,0,0,0,2,0,0,12,12,19,18,10,27,6,10,15,17,29,112,35,22,34,30,33,22,144,29,23,13,75,23,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
Otu337,0,0,3,0,2,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,11,0,0,2,0,3,1,2,2,1,0,0,3,0,1,5,2,0,0,5,1,0,3,0,2,3,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
Otu680,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1,2,0,2,1,7,1,1,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales
Otu120,1,6,6,1,4,17,2,2,6,0,4,6,7,9,13,3,3,6,0,1,2,13,0,0,14,4,16,23,10,8,5,6,15,15,25,25,10,21,20,5,34,23,6,17,13,24,42,19,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu405,2,5,3,0,3,1,0,2,1,0,0,0,0,5,0,3,0,0,1,0,0,6,0,0,1,0,4,2,6,3,37,35,28,1,5,4,3,2,0,1,10,5,1,4,2,5,2,7,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
Otu229,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,61,1,0,0,0,0,0,0,4,1,7,13,1,1,7,1,6,7,2,1,8,2,1,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu872,0,1,2,1,2,0,0,0,0,0,0,0,2,2,1,6,0,1,0,0,1,0,0,0,0,13,1,1,0,1,1,0,0,2,0,0,1,0,1,3,0,0,2,1,2,0,2,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae; g__Sporichthya; s__
Otu568,0,2,4,0,2,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,6,6,3,6,14,9,10,5,4,4,3,4,22,3,0,10,3,1,2,1,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nakamurellaceae; g__; s__
Otu16226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
Otu500,0,5,6,0,6,2,0,0,5,0,0,0,6,14,0,6,0,0,0,0,0,0,0,0,0,0,3,2,3,0,8,0,2,6,6,9,3,17,0,0,5,4,6,15,1,11,5,4,k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
Otu2028,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu2123,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,1,2,1,1,1,2,0,0,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
Otu965,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
Otu2625,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__FBP; c__; o__; f__; g__; s__
Otu104,1,0,5,0,4,6,0,0,2,0,3,2,7,9,0,2,2,0,0,0,5,0,0,0,2,2,11,3,13,17,10,14,4,6,1,9,20,17,29,25,8,6,19,15,23,13,11,53,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
Otu35,22,34,32,8,17,14,0,41,28,14,25,53,18,30,1,27,0,14,3,1,15,68,0,0,12,13,33,22,17,16,20,38,10,36,27,48,49,36,102,76,73,34,106,54,59,35,61,40,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
Otu139,3,0,3,0,3,1,0,1,4,0,1,0,2,48,0,3,0,1,4,0,3,20,0,0,2,0,4,8,8,13,6,2,7,7,2,5,16,15,12,4,7,14,4,4,25,13,8,23,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
Otu82,1,1,1,0,2,1,0,0,0,0,1,0,0,2,81,3,0,5,0,0,1,5,0,0,1,0,1,3,1,1,0,0,0,1,1,0,0,0,2,0,1,3,0,0,0,2,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
Otu191,3,3,7,0,8,7,0,6,4,1,6,2,1,0,0,9,0,0,3,0,3,3,0,0,0,0,0,1,1,0,0,1,0,2,2,1,0,4,12,6,4,1,0,1,6,1,0,7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae
Otu199,11,9,8,2,3,10,2,9,6,0,1,13,3,4,0,6,0,0,0,0,3,0,0,0,13,1,21,10,10,17,14,26,19,18,12,13,11,10,9,11,22,16,4,3,8,12,8,11,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
Otu123,4,3,3,0,2,3,0,6,1,6,0,0,2,3,0,0,1,0,0,0,0,5,0,0,10,1,14,8,14,8,7,26,8,8,12,1,6,8,17,19,11,3,18,12,15,6,4,4,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
Otu1342,4,3,1,0,1,1,0,4,5,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0,4,0,7,4,4,2,4,0,6,3,2,10,1,0,2,8,2,1,0,4,4,3,3,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu430,0,0,0,0,1,2,0,1,0,0,0,0,0,4,2,2,0,0,0,2,0,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,3,8,2,1,3,0,0,1,3,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__
Otu365,0,1,3,0,5,6,0,2,6,0,0,0,3,11,0,2,0,0,0,0,2,0,0,0,2,0,5,2,2,7,3,0,0,0,0,0,3,7,6,4,2,6,2,11,9,3,2,12,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
Otu71,16,4,10,0,18,14,0,11,9,0,3,5,27,28,3,27,0,9,0,2,37,24,0,1,13,0,10,17,9,29,17,31,28,12,6,12,27,29,20,13,33,63,16,36,28,34,23,33,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
Otu115,17,32,6,2,44,57,0,13,22,3,0,8,18,44,0,6,0,3,0,0,2,1,1,0,110,0,44,80,38,62,82,74,50,59,47,39,39,42,50,14,32,34,48,51,61,33,29,60,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
Otu486,3,4,2,3,2,3,0,0,7,0,0,2,3,1,0,0,0,0,0,0,1,1,0,0,1,4,2,5,5,1,1,7,4,7,5,3,3,2,3,16,4,9,8,2,1,9,3,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
Otu31,15,41,41,4,57,53,1,3,30,3,11,10,25,140,2,30,3,6,1,0,55,18,0,1,42,1,30,53,35,53,31,16,19,40,31,39,28,62,16,8,56,91,4,29,29,35,28,52,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu372,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,1,0,1,7,4,7,0,0,2,0,3,1,0,1,1,0,0,1,1,2,3,3,2,7,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu241,1,1,3,0,1,7,0,36,4,0,5,7,3,2,0,1,0,0,0,0,0,1,0,0,6,5,22,8,9,9,8,12,8,18,31,85,19,8,21,26,13,10,32,7,12,5,15,13,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
Otu2717,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,2,0,2,2,7,10,7,3,12,2,0,4,0,2,4,0,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__
Otu2444,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu95,0,2,3,0,2,0,1,2,8,0,1,0,3,10,0,2,0,1,0,0,1,0,0,0,1,11,9,8,6,6,4,1,3,5,4,2,11,3,7,6,4,8,7,4,5,3,5,8,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
Otu1586,4,5,2,0,6,3,0,1,3,0,0,2,4,3,0,4,0,3,0,0,4,2,0,0,7,0,6,1,3,2,1,3,0,1,3,1,1,2,2,1,0,2,1,2,2,2,2,3,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
Otu1122,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,8,5,4,1,0,7,1,7,0,4,3,3,1,0,1,1,3,5,3,1,3,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
Otu72,7,11,13,3,7,7,2,12,17,1,8,9,14,25,2,28,1,0,0,1,11,22,0,0,23,7,39,22,27,10,22,29,9,25,20,18,19,24,29,51,17,23,41,16,25,27,29,22,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
Otu1620,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
Otu155,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,3,4,3,3,3,7,4,5,18,1,3,6,26,12,1,23,4,4,2,2,4,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
Otu466,21,3,9,28,10,8,0,5,2,8,4,4,13,32,24,8,0,4,0,0,7,69,0,0,7,44,22,6,6,18,4,5,1,8,6,3,26,24,43,5,16,16,6,23,30,14,12,2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__; s__
Otu12832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__
Otu1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__
Otu6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
